Source,RideID,Date,Dist,Time,AvS,Ascent,Commute,MaxHR,AvHR,AvPwr,Temp,MaxS,Gear,loc1,loc2,Kudos,Notes,Year,Month,yearMonth,halfDec,location,administrative_area_level_1,country,state,gLoc
Strava(Veloviewer),652749942,2016-07-04,8.6314,1821,4.7399,37,1,0,NA,0,8,8,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652749942,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652749982,2016-07-05,6.9834,1292,5.4051,48,1,0,NA,0,11,16.2,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652749982,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652749965,2016-07-05,7.301699999999999,1402,5.2081,12,1,0,NA,0,9,8,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652749965,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750000,2016-07-06,2.577,794,3.2456,31,1,0,NA,0,8,7.4,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750000,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750035,2016-07-07,7.1609,1431,5.0041,12,1,0,NA,0,5,7.2,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750035,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750094,2016-07-07,10.85,2118,5.1228,60,1,0,NA,0,11,9.1,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750094,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750153,2016-07-08,6.9608,1349,5.16,13,1,0,NA,0,6,7.6,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750153,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750211,2016-07-08,6.9228000000000005,1457,4.7514,50,1,0,NA,0,11,7.8,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750211,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750308,2016-07-13,6.588,1100,5.9891,17,1,0,NA,0,7,8.3,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750308,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750348,2016-07-13,6.7658000000000005,1242,5.4475,51,1,0,NA,0,11,12,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750348,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750389,2016-07-14,6.2908,1193,5.2731,44,1,0,NA,0,12,9.3,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750389,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750386,2016-07-14,6.9284,1235,5.61,14,1,0,NA,0,5,9.2,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750386,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750478,2016-07-15,6.8632,1155,5.9422,12,1,0,NA,0,9,8.2,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750478,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750569,2016-07-15,6.8261,1238,5.5138,50,1,0,NA,0,13,8.7,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750569,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750441,2016-07-15,0.2748,3832,0.0717,0,0,172,117.5,0,14,1.4,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750441,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),644831619,2016-07-17,7.6406,4565,1.6737,0,0,158,109.8,49,21,14.6,roadie,Fullarton,South Australia,0,Evening Ride. https://www.strava.com/activities/644831619,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750591,2016-07-18,6.9506000000000006,1256,5.5339,13,1,0,NA,0,12,7.7,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750591,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750656,2016-07-18,7.0753,1433,4.9374,48,1,0,NA,0,14,8.6,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750656,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750812,2016-07-19,6.2216000000000005,1097,5.6715,44,1,0,NA,0,16,7.8,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652750812,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750780,2016-07-19,6.8763000000000005,1193,5.7639,10,1,0,NA,0,9,8.4,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750780,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750765,2016-07-19,21.8737,4815,4.5428,520,0,169,119.5,196,7,11.6,cx,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750765,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750817,2016-07-20,6.6168000000000005,1118,5.9184,9,1,0,NA,0,12,10.3,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750817,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750891,2016-07-20,6.567699999999999,1217,5.3966,58,1,0,NA,0,14,8.6,tourer,,,0,Afternoon Ride. https://www.strava.com/activities/652750891,2016,7,Jul 2016,2015,", ",NA,NA,NA,NA
Strava(Veloviewer),652750945,2016-07-21,6.6212,1141,5.803,11,1,0,NA,0,14,9.6,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750945,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750982,2016-07-21,6.5895,1494,4.4106,61,1,0,NA,0,18,8,tourer,,,0,Afternoon Ride. https://www.strava.com/activities/652750982,2016,7,Jul 2016,2015,", ",NA,NA,NA,NA
Strava(Veloviewer),652750917,2016-07-21,0.1865,2172,0.0859,0,0,154,98.6,129,16,4.5,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750917,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652751026,2016-07-22,6.5097,1153,5.6459,71,1,0,NA,0,12,8.3,tourer,,,0,Afternoon Ride. https://www.strava.com/activities/652751026,2016,7,Jul 2016,2015,", ",NA,NA,NA,NA
Strava(Veloviewer),652751021,2016-07-22,6.5792,1254,5.2466,12,1,0,NA,0,12,9.3,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652751021,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652751061,2016-07-23,0.2149,2735,0.0786,0,0,128,90.5,99,17,1.7,tourer,Fullarton,South Australia,0,Afternoon Ride. https://www.strava.com/activities/652751061,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652750543,2016-07-25,8.6528,1996,4.3351,43,1,0,NA,0,9,7.9,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/652750543,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),652753109,2016-07-25,9.3192,1997,4.6666,74,1,0,NA,0,10,8.6,tourer,Adelaide,South Australia,3,Afternoon Ride. https://www.strava.com/activities/652753109,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),658286601,2016-07-27,6.8984,1156,5.9675,10,1,0,NA,0,9,8.4,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/658286601,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),658286618,2016-07-27,6.8058000000000005,1366,4.9823,48,1,0,NA,0,12,8.3,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/658286618,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),658286642,2016-07-28,6.8754,1307,5.2604,50,1,0,NA,0,13,8.4,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/658286642,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),658286633,2016-07-28,8.5752,1716,4.9972,37,1,0,NA,0,10,8.8,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/658286633,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),658286432,2016-07-29,6.9125,1245,5.5522,13,1,0,NA,0,7,9,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/658286432,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),658286455,2016-07-29,6.8821,1398,4.9228,48,1,0,NA,0,12,8.5,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/658286455,2016,7,Jul 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),659142801,2016-07-31,88.06460000000001,15299,5.7562,1764,0,161,124.6,175,11,18.1,cx,Fullarton,South Australia,14,Morning Ride. https://www.strava.com/activities/659142801,2016,7,Jul 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030110,2016-08-01,2.3599,434,5.4376,7,1,0,NA,0,16,9.5,tourer,Adelaide,South Australia,0,Lunch Ride. https://www.strava.com/activities/666030110,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030106,2016-08-01,8.6244,1874,4.6021,37,1,0,NA,0,10,7.6,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/666030106,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030136,2016-08-01,9.3271,2061,4.5255,85,1,0,NA,0,10,9.8,tourer,,,0,Afternoon Ride. https://www.strava.com/activities/666030136,2016,8,Aug 2016,2015,", ",NA,NA,NA,NA
Strava(Veloviewer),666030229,2016-08-02,6.9319,1227,5.6495,9,1,0,NA,0,7,9.7,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/666030229,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030264,2016-08-02,6.9998000000000005,1614,4.3369,59,1,0,NA,0,11,8.8,tourer,,,0,Afternoon Ride. https://www.strava.com/activities/666030264,2016,8,Aug 2016,2015,", ",NA,NA,NA,NA
Strava(Veloviewer),666030213,2016-08-02,20.791400000000003,3725,5.5816,352,0,170,118.6,188,2,15.2,cx,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/666030213,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030286,2016-08-03,6.9278,1285,5.3913,13,1,0,NA,0,10,8.1,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/666030286,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030479,2016-08-03,6.7661999999999995,1494,4.5289,46,1,0,NA,0,12,8,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/666030479,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030517,2016-08-04,6.818,1211,5.6301,48,1,0,NA,0,12,9,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/666030517,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030502,2016-08-04,7.1029,1381,5.1433,12,1,0,NA,0,6,7.3,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/666030502,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030540,2016-08-05,6.9628000000000005,1274,5.4653,10,1,0,NA,0,6,8.4,tourer,Fullarton,South Australia,1,Morning Ride. https://www.strava.com/activities/666030540,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030565,2016-08-05,6.8378000000000005,1511,4.5253,44,1,0,NA,0,11,8.1,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/666030565,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),666030686,2016-08-06,40.731300000000005,9766,4.1707,1114,0,160,120.5,0,12,19.2,mtb,Fullarton,South Australia,9,Afternoon Ride. https://www.strava.com/activities/666030686,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854050,2016-08-08,8.8478,1910,4.6324,40,1,0,NA,0,15,9.3,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/673854050,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854062,2016-08-08,8.0858,2075,3.8968,69,1,0,NA,0,16,8.7,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/673854062,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854065,2016-08-09,6.955100000000001,1197,5.8104,17,1,0,NA,0,11,8.9,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/673854065,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854079,2016-08-09,6.8711,1212,5.6692,50,1,0,NA,0,12,9.1,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/673854079,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854088,2016-08-10,6.5792,1168,5.6329,13,1,0,NA,0,8,8,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/673854088,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854098,2016-08-10,6.852399999999999,1263,5.4255,46,1,0,NA,0,11,8.8,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/673854098,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854123,2016-08-11,7.3871,1357,5.4437,50,1,0,NA,0,8,7.7,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/673854123,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854122,2016-08-11,12.9982,2895,4.4899,420,0,165,121.9,200,6,17.4,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/673854122,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),673854142,2016-08-12,6.9271,1404,4.9338,49,1,0,NA,0,15,9,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/673854142,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),674013273,2016-08-13,107.84,21655,4.9799,1869,0,166,119.3,0,12,17.2,mtb,Fullarton,South Australia,19,Morning Ride. https://www.strava.com/activities/674013273,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957585,2016-08-15,8.6623,1682,5.15,35,1,0,NA,0,13,9.4,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687957585,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957659,2016-08-15,9.1909,1887,4.8706,70,1,0,NA,0,16,9.2,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687957659,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957734,2016-08-16,6.9605,1172,5.939,15,1,0,NA,0,14,9,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687957734,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957795,2016-08-16,10.2399,1913,5.3528,63,1,0,NA,0,20,8.9,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687957795,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957813,2016-08-16,30.9219,5088,6.0774,704,0,156,119.7,0,10,20.8,roadie,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687957813,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957810,2016-08-17,6.974399999999999,1151,6.0594,10,1,0,NA,0,12,9.8,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687957810,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687957839,2016-08-17,6.7969,1278,5.3184,50,1,0,NA,0,17,8.3,mtb,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687957839,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958172,2016-08-18,6.882899999999999,1255,5.4844,44,1,0,NA,0,16,8.8,mtb,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687958172,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958144,2016-08-18,6.9435,1283,5.4119,21,1,0,NA,0,17,8.8,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687958144,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958135,2016-08-18,21.4768,4316,4.9761,449,0,156,106.3,0,14,13.6,roadie,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687958135,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958216,2016-08-19,6.9893,1247,5.6049,12,1,0,NA,0,8,7.9,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687958216,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958260,2016-08-19,6.9116,1395,4.9546,59,1,0,NA,0,11,9.4,mtb,Adelaide,South Australia,0,Evening Ride. https://www.strava.com/activities/687958260,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958334,2016-08-22,7.6852,1903,4.0385,54,1,0,NA,0,13,9.4,mtb,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687958334,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958299,2016-08-22,8.713799999999999,2377,3.6659,37,1,0,NA,0,11,8.8,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687958299,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958423,2016-08-23,6.988300000000001,1094,6.3878,11,1,0,NA,0,9,8.7,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687958423,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958469,2016-08-23,6.8948,1357,5.0809,50,1,0,NA,0,14,7.6,mtb,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687958469,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958455,2016-08-23,29.028299999999998,7054,4.1152,848,0,162,125.4,0,4,13.5,mtb,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/687958455,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958517,2016-08-24,8.7887,1542,5.6995,47,1,0,NA,0,13,9,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/687958517,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),690216074,2016-08-25,6.9598,1202,5.7902,16,1,0,NA,0,9,8.2,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/690216074,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),690216088,2016-08-25,6.7758,1237,5.4776,47,1,0,NA,0,12,8.2,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/690216088,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),687958640,2016-08-25,24.473200000000002,6350,3.854,631,0,165,123.9,0,3,14.9,mtb,Fullarton,South Australia,6,Morning Ride. https://www.strava.com/activities/687958640,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),690220882,2016-08-27,100.407,15714,6.3897,1842,0,179,132.3,0,9,19.8,roadie,Fullarton,South Australia,18,Morning Ride. https://www.strava.com/activities/690220882,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),693131304,2016-08-29,8.6104,1646,5.2311,42,1,0,NA,0,15,8.1,tourer,Fullarton,South Australia,2,Morning Ride. https://www.strava.com/activities/693131304,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),693131323,2016-08-29,9.2162,1786,5.1602,70,1,0,NA,0,14,7.9,tourer,Adelaide,South Australia,2,Afternoon Ride. https://www.strava.com/activities/693131323,2016,8,Aug 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),696451677,2016-08-30,24.455099999999998,4099,5.9661,505,0,165,116.5,0,9,16,roadie,Fullarton,South Australia,1,Morning Ride. https://www.strava.com/activities/696451677,2016,8,Aug 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),696452206,2016-09-01,152.281,24227,6.2856,2579,0,167,123.5,0,13,18.3,roadie,Fullarton,South Australia,16,Delirium.dads. https://www.strava.com/activities/696452206,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),699635425,2016-09-02,6.8228,1271,5.3681,47,1,0,NA,0,14,8.2,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/699635425,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),699635412,2016-09-02,6.9393,1302,5.3297,8,1,0,NA,0,12,7.4,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/699635412,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),699635658,2016-09-04,53.4282,7271,7.3481,465,0,169,121.4,0,13,15.4,roadie,Fullarton,South Australia,8,Morning Ride. https://www.strava.com/activities/699635658,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304144,2016-09-05,9.1825,1831,5.015,66,1,0,NA,0,16,9.7,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/704304144,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304132,2016-09-05,8.639,1832,4.7156,37,1,0,NA,0,12,8.2,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/704304132,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304197,2016-09-06,6.9899,1325,5.2754,8,1,0,NA,0,15,8.1,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/704304197,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304192,2016-09-06,6.8416999999999994,1383,4.947,46,1,0,NA,0,17,8.1,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/704304192,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304185,2016-09-06,21.782,3924,5.551,446,0,168,118.4,0,8,16.2,roadie,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/704304185,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304229,2016-09-07,6.894399999999999,1380,4.9959,44,1,0,NA,0,20,7.7,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/704304229,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),704304214,2016-09-07,7.2359,1438,5.0319,10,1,0,NA,0,17,7.3,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/704304214,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),709530578,2016-09-08,5.6315,1143,4.9269,33,1,0,NA,0,18,8.7,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/709530578,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),709530570,2016-09-08,7.001399999999999,1321,5.3001,6,1,0,NA,0,18,7.8,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/709530570,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),709530577,2016-09-09,6.6227,1240,5.3409,46,1,0,NA,0,18,9.4,tourer,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/709530577,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),709530581,2016-09-09,6.7803,1313,5.164,7,1,0,NA,0,13,7.6,tourer,Fullarton,South Australia,0,Morning Ride. https://www.strava.com/activities/709530581,2016,9,Sep 2016,2015,"Fullarton, South Australia",NA,NA,NA,NA
Strava(Veloviewer),714679256,2016-09-12,15.0758,2058,7.3255,29,1,0,NA,0,9,12.4,roadie,,,0,Morning Ride. https://www.strava.com/activities/714679256,2016,9,Sep 2016,2015,", ",NA,NA,NA,NA
Strava(Veloviewer),714679284,2016-09-12,14.9615,2122,7.0507,70,1,0,NA,0,9,10.3,roadie,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/714679284,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),714679316,2016-09-13,6.684399999999999,1141,5.8584,47,1,132,106.6,0,10,9.1,roadie,Adelaide,South Australia,0,Afternoon Ride. https://www.strava.com/activities/714679316,2016,9,Sep 2016,2015,"Adelaide, South Australia",NA,NA,NA,NA
Strava(Veloviewer),714679311,2016-09-13,15.125200000000001,2088,7.2439,31,1,141,123.6,0,9,12.4,roadie,,,0,Morning Ride. https://www.strava.com/activities/714679311,2016,9,Sep 2016,2015,", ",NA,NA,NA,NA
